order_item_id,order_id,product_id,quantity,unit_price
198,71,162,3,489.12
199,71,199,1,21.09
200,71,149,2,572.88
201,71,183,1,496.57
202,72,124,1,1239.83
203,72,118,2,557.88
204,72,167,2,84.42
205,72,122,3,1118.02
206,73,178,2,329.87
207,74,187,3,501.61
208,74,163,2,705.03
209,74,101,3,962.88
210,74,109,3,322.0
211,75,109,2,322.35
212,75,147,2,1501.29
213,75,173,1,149.89
214,76,177,1,272.35
215,76,169,3,165.99
216,77,166,1,441.59
217,77,184,3,209.46
218,77,162,1,477.64
219,77,169,2,154.47
220,78,118,2,561.3
221,78,198,1,71.89
222,79,169,3,156.82
223,79,119,1,530.0
224,79,108,2,1145.2
225,79,186,1,222.23
226,80,164,2,311.86
227,80,131,3,1875.23
228,80,157,2,277.19
229,80,148,2,1049.56
230,80,172,2,171.51
231,81,138,1,828.35
232,81,151,3,1409.04
233,81,199,3,18.68
234,82,162,2,464.43
235,82,137,3,2410.11
236,82,196,3,123.59
237,82,181,1,441.25
238,83,110,1,969.69
239,83,174,1,80.17
240,83,172,1,154.65
241,83,136,2,1049.85
242,84,146,3,1008.39
243,84,161,1,724.6
244,84,114,2,307.4
245,84,132,1,2504.41
246,85,164,3,333.07
247,85,110,1,925.22
248,86,160,2,242.93
249,86,192,3,42.43
250,87,181,3,434.41
251,87,105,2,1251.91
252,87,196,1,123.57
253,87,117,3,1016.16
254,87,125,2,1167.74
255,88,161,2,745.27
256,88,141,3,935.44
257,88,126,2,301.5
258,89,180,1,44.77
259,89,123,2,965.63
260,89,124,3,1146.55
261,90,159,2,560.9
262,90,141,3,983.63
263,90,140,1,2040.53
264,90,140,3,2168.72
265,90,133,3,2190.49
266,91,183,1,540.76
267,92,195,2,65.8
268,92,176,3,225.25
269,93,155,3,230.02
270,93,129,1,387.08
271,94,184,1,190.31
272,95,175,1,115.67
273,96,136,3,967.53
274,96,171,2,30.86
275,96,189,3,357.28
276,96,119,3,539.78
277,96,160,1,238.66
278,97,115,3,1148.32
279,97,164,2,325.27
280,97,183,3,471.92
281,97,142,3,1696.39
282,98,110,1,1065.42
283,98,182,3,409.44
284,98,136,3,1037.79
285,99,107,1,893.17
286,99,120,1,643.33
287,100,200,1,45.29
288,100,131,1,1883.89
289,100,144,2,2041.18
290,101,145,2,1369.76
291,101,106,2,1230.93
292,101,182,3,425.08
293,101,136,2,1027.76
294,101,111,2,1333.7
295,102,121,2,532.18
296,102,187,1,520.04
297,102,167,2,78.05
298,102,154,3,760.81
299,102,152,3,1300.3
300,103,159,1,540.5
301,104,104,3,302.61
302,104,103,2,541.0
303,104,184,2,204.25
304,104,137,3,2347.45
305,105,172,1,156.31
306,106,193,1,107.59
307,106,165,2,678.32
308,106,149,1,584.72
309,106,184,3,197.13
310,107,111,3,1257.96
311,107,138,3,916.82
312,108,118,2,523.25
313,108,182,2,442.78
314,108,115,3,1140.68
315,109,155,2,210.37
316,109,131,3,1829.87
317,110,179,2,231.5
318,110,178,1,296.2
319,110,160,3,250.61
320,110,149,2,528.57
321,110,149,1,567.09
322,111,158,1,265.11
323,112,130,2,555.49
324,112,107,2,977.96
325,112,196,1,130.39
326,112,175,3,108.86
327,112,155,1,227.84
328,113,186,2,240.28
329,113,181,3,399.3
330,114,139,3,2290.76
331,115,161,3,797.26
332,115,174,2,84.69
333,115,123,3,997.05
334,115,142,3,1582.13
335,115,136,1,1052.71
336,116,126,1,285.96
337,117,170,2,201.27
338,117,166,3,440.87
339,117,162,2,460.26
340,118,127,1,512.81
341,118,128,3,412.35
342,118,130,1,497.95
343,119,193,3,110.93
344,119,124,2,1216.73
345,119,182,2,408.15
346,119,109,3,358.08
347,119,175,1,105.61
348,120,119,2,539.56
349,121,152,3,1309.63
350,121,200,1,45.93
351,122,164,1,299.44
352,122,183,1,539.52
353,123,188,3,578.52
354,123,104,3,316.77
355,123,122,1,1006.67
356,123,113,2,363.14
357,124,104,3,314.44
358,125,196,3,133.62
359,125,161,2,805.25
360,126,124,3,1134.59
361,126,140,3,1943.37
362,126,143,2,563.1
363,126,101,3,971.37
364,126,121,3,559.06
365,127,125,2,1126.51
366,127,133,2,2052.34
367,128,155,2,229.43
368,128,149,3,557.1
369,128,135,1,1334.54
370,128,113,1,357.94
371,128,127,3,456.73
372,129,178,2,327.79
373,129,168,3,216.75
374,129,101,1,1055.76
375,130,149,2,600.85
376,130,165,1,634.67
377,131,193,2,98.93
378,132,111,3,1258.55
379,132,110,1,952.33
380,132,131,2,2005.81
381,132,164,1,295.03
382,132,146,1,946.02
383,133,106,2,1197.63
384,133,188,2,571.04
385,133,150,3,707.76
386,133,133,2,2189.84
387,133,176,1,209.99
388,134,180,2,47.63
389,134,182,2,416.09
390,135,108,3,1176.87
391,136,108,1,1074.16
392,137,198,3,71.89
393,137,177,2,261.45
394,137,129,2,377.04
395,137,142,2,1600.54
396,138,157,2,272.96
397,138,108,2,1136.4
398,138,168,1,219.99
399,139,187,1,463.04
400,139,118,1,565.2
401,139,126,3,282.31
402,139,170,1,206.13
403,140,108,1,1131.09
404,140,109,1,338.33
405,140,114,3,271.1
406,140,131,3,1761.9
407,140,152,2,1299.13
408,141,101,3,960.26
409,141,141,3,871.37
410,141,182,1,428.53
411,141,144,2,1919.18
412,141,191,2,83.53
413,142,102,2,1039.35
414,143,157,1,271.27
415,143,169,1,170.34
416,143,167,1,83.42
417,143,106,2,1255.47
418,144,144,3,2022.29
419,144,157,2,240.5
420,144,154,3,670.27
421,144,107,3,991.92
422,145,143,1,618.8
423,145,130,2,572.29
424,145,127,2,508.05
425,145,114,1,272.73
426,145,149,1,574.53
427,146,131,1,1750.39
428,146,139,2,2264.59
429,146,168,2,224.12
430,146,121,3,494.52
431,147,191,2,81.99
432,148,130,2,499.15
433,149,170,3,204.99
434,149,148,1,1190.0
435,149,162,3,516.65
436,149,151,3,1443.48
437,149,153,2,739.78
438,150,165,1,615.66
439,150,120,3,608.08
440,150,165,3,641.68
441,151,190,3,215.58
442,151,121,1,545.66
443,151,137,2,2324.5
444,151,163,1,731.27
445,152,175,3,109.73
446,152,197,2,63.18
447,152,105,1,1351.58
448,152,181,2,418.11
449,152,157,1,248.62
450,153,173,1,151.62
451,153,123,3,989.29
452,153,190,2,203.04
453,154,115,1,1026.23
454,154,185,1,557.66
455,154,166,3,394.85
456,154,137,2,2134.27
457,154,145,3,1556.21
458,155,114,1,306.92
459,156,134,3,1895.67
460,156,126,1,287.5
461,156,190,3,200.88
462,157,182,1,459.32
463,157,101,3,1074.72
464,158,153,1,825.16
465,158,143,2,571.78
466,158,169,1,171.71
467,158,115,2,1103.18
468,158,124,1,1199.77
469,159,186,2,247.54
470,159,118,1,506.13
471,159,131,2,1889.82
472,159,187,2,478.93
473,159,122,1,1124.01
474,160,143,3,551.92
475,160,176,2,199.48
476,161,175,2,116.38
477,161,149,2,598.03
478,162,189,1,361.77
479,162,143,3,629.75
480,162,163,2,715.27
481,162,167,2,76.79
482,162,142,1,1630.48
483,163,126,3,296.18
484,164,167,2,87.67
485,164,184,1,195.23
486,164,152,3,1320.38
487,164,108,2,1179.07
488,165,179,2,230.44
489,166,157,3,241.12
490,166,120,2,626.81
491,167,113,2,389.45
492,167,164,2,339.59
493,167,159,1,517.08
494,167,117,2,953.23
495,167,174,1,77.97
496,168,143,1,558.69
497,169,125,1,1244.95
498,169,144,2,2057.87
499,169,105,1,1355.24
500,169,176,1,205.2
501,169,143,3,607.38
502,170,181,2,396.01
503,170,157,2,258.45
504,170,199,2,20.3
505,170,103,2,487.17
506,170,133,1,2146.8
507,171,119,3,482.16
508,172,123,2,905.97
509,172,137,2,2370.14
510,173,136,1,958.56
511,173,139,2,2314.54
512,173,154,2,706.77
513,174,186,2,241.04
514,174,146,1,922.41
515,175,111,3,1192.3
516,175,107,3,916.91
517,175,101,3,1008.71
518,175,128,1,406.04
519,176,199,1,20.6
520,177,199,3,18.46
521,177,187,2,517.81
522,177,169,1,159.35
523,177,115,2,1084.87
524,177,180,1,49.5
525,178,155,2,221.63
526,178,157,3,256.16
527,178,177,3,271.67
528,178,170,3,211.26
529,178,113,3,393.72
530,179,130,3,527.58
531,179,140,3,2163.08
532,179,103,2,512.92
533,180,126,3,278.92
534,180,154,3,684.7
535,180,176,3,202.4
536,181,138,3,926.59
537,181,181,2,394.46
538,181,116,1,316.55
539,182,150,3,788.47
540,182,189,2,347.43
541,183,114,3,298.25
542,183,182,3,433.2
543,184,120,1,596.59
544,184,153,1,713.2
545,184,121,3,539.45
546,185,199,3,19.22
547,185,181,2,446.54
548,185,159,3,566.56
549,186,160,2,222.16
550,186,144,2,1938.1
551,186,195,2,63.66
552,186,112,2,1190.07
553,187,129,1,374.1
554,187,140,2,2185.75
555,187,137,3,2400.32
556,187,153,2,725.76
557,187,196,2,134.74
558,188,128,3,388.11
559,188,159,2,552.98
560,189,113,3,376.79
561,190,130,1,496.82
562,190,152,2,1241.21
563,191,183,1,494.53
564,192,174,3,84.35
565,192,195,2,60.79
566,192,111,3,1199.38
567,192,131,1,1756.6
568,193,103,2,559.06
569,194,126,3,306.13
570,194,132,1,2432.69
571,194,148,1,1065.74
572,194,190,3,215.35
573,194,174,3,82.3
574,195,133,1,2241.51
575,195,142,2,1683.26
576,196,115,1,1183.06
577,196,173,2,167.28
578,196,151,2,1398.95
579,197,181,1,421.26
580,197,108,3,1185.53
581,198,194,2,105.31
582,198,149,3,562.31
583,198,199,1,19.87
584,199,142,2,1687.45
585,199,136,2,971.9
586,200,196,2,126.08
587,200,179,2,211.75
588,200,122,2,1029.47
589,200,121,2,515.88
590,200,198,2,70.08
591,201,134,1,1895.87
592,202,110,3,1014.08
593,202,146,3,1022.26
594,202,192,2,41.44
595,202,179,2,236.85
596,203,121,3,548.16
597,203,106,2,1185.89
598,203,137,3,2306.36
599,204,174,2,85.08
600,205,120,2,651.15
601,206,186,3,236.93
602,206,102,2,1079.83
603,206,165,1,644.47
604,207,150,1,739.23
605,207,194,2,99.77
606,207,151,3,1405.33
607,208,160,2,238.87
608,208,117,1,1060.29
609,208,112,1,1105.98
610,208,109,3,362.65
611,209,144,1,2146.96
612,209,137,3,2426.33
613,209,182,2,434.74
614,210,164,3,299.02
615,210,121,3,545.9
616,210,152,2,1257.46
617,210,190,1,189.59
618,211,147,3,1453.6
619,211,148,3,1114.18
620,211,150,3,768.22
621,211,119,3,502.7
622,211,105,3,1375.32
623,212,160,3,246.14
624,212,166,2,392.61
625,212,166,2,429.67
626,213,108,1,1194.39
627,213,150,3,787.88
628,213,159,3,516.01
629,213,109,1,359.99
630,214,115,1,1103.1
631,214,138,3,908.35
632,214,193,1,111.62
633,214,152,3,1309.65
634,214,143,1,629.79
635,215,199,3,21.29
636,215,190,3,213.56
637,216,104,1,318.87
638,216,153,1,737.5
639,217,192,3,41.98
640,218,197,1,54.92
641,218,131,3,1976.84
642,218,176,3,224.91
643,218,130,3,535.82
644,219,131,3,1757.91
645,220,186,2,242.7
646,220,171,1,31.16
647,221,185,2,538.74
648,221,182,3,428.66
649,221,102,2,1025.5
650,221,148,3,1070.96
651,221,172,2,162.29
652,222,132,1,2230.49
653,223,197,1,54.54
654,223,139,2,2454.41
655,223,119,2,496.76
656,223,133,2,2051.26
657,224,144,3,2009.85
658,224,157,1,242.26
659,224,129,3,363.95
660,224,112,2,1209.67
661,225,171,1,30.67
662,225,189,2,341.46
663,226,174,1,82.66
664,226,101,2,1064.78
665,226,125,1,1172.79
666,226,118,1,525.54
667,226,135,2,1321.99
668,227,159,3,533.05
669,227,131,3,1801.39
670,228,118,3,575.93
671,228,119,1,499.46
672,228,122,3,1093.07
673,228,126,3,280.0
674,228,153,2,805.31
675,229,142,2,1662.17
676,229,190,2,212.72
677,230,138,1,805.37
678,230,154,1,717.84
679,230,164,2,316.03
680,230,177,3,270.02
681,230,127,1,470.48
682,231,175,1,117.9
683,232,103,2,514.61
684,232,117,2,1080.27
685,233,160,2,231.0
686,233,192,3,43.43
687,233,146,2,940.52
688,233,106,1,1171.83
689,234,103,3,543.05
690,234,173,1,157.1
691,234,106,1,1180.35
692,235,161,3,705.59
693,235,132,3,2476.29
694,235,171,3,30.32
695,236,104,3,296.9
696,236,195,2,64.28
697,237,144,3,1926.96
698,237,128,3,385.42
699,237,128,2,407.73
700,238,131,3,1748.14
701,238,177,2,255.33
702,238,178,2,307.2
703,238,102,2,1008.39
704,238,166,1,403.78
705,239,161,1,803.75
706,239,176,2,225.55
707,240,102,1,1059.66
708,241,185,3,522.76
709,241,133,1,2383.22
710,242,189,2,336.18
711,242,168,1,218.37
712,242,118,3,559.26
713,242,181,1,394.64
714,243,200,1,51.15
715,244,141,1,924.08
716,245,156,2,743.86
717,245,149,1,545.91
718,245,153,2,718.66
719,246,172,3,152.31
720,246,174,2,87.51
721,246,151,1,1583.4
722,246,149,2,577.8
723,246,111,3,1243.99
724,247,147,2,1490.25
725,247,148,3,1084.06
726,247,144,2,1928.56
727,247,171,2,31.34
728,247,179,1,224.57
729,248,179,3,228.12
730,248,105,2,1292.64
731,248,110,3,932.5
732,248,182,1,412.03
733,248,167,1,80.71
734,249,183,1,508.21
735,249,157,1,278.04
736,250,195,3,67.03
737,250,184,2,206.78
738,250,105,2,1360.95
739,250,187,2,528.85
740,251,124,2,1177.26
741,252,171,3,29.29
742,252,118,2,581.77
743,252,141,1,917.64
744,253,130,1,540.72
745,253,141,2,870.26
746,253,127,2,510.81
747,253,178,1,306.41
748,254,111,2,1201.89
749,254,143,1,562.88
750,254,193,3,109.05
751,254,120,1,611.73
752,254,158,2,242.86
753,255,181,3,451.03
754,255,134,1,1665.25
755,255,168,1,207.96
756,256,120,3,562.94
757,257,188,3,602.02
758,257,122,3,1016.75
759,257,121,1,525.8
760,258,141,2,963.08
761,258,133,3,2104.96
762,259,177,1,253.8
763,260,142,1,1459.79
764,260,144,3,2176.25
765,260,133,2,2082.43
766,260,107,3,1010.42
767,260,186,3,238.75
768,261,121,3,520.36
769,261,174,2,76.59
770,261,180,2,44.49
771,261,115,3,1047.25
772,262,162,3,455.75
773,262,158,3,268.15
774,262,163,2,713.05
775,262,130,1,551.16
776,263,131,2,1816.93
777,264,125,3,1096.61
778,264,123,3,907.54
779,264,109,2,319.4
780,265,114,1,291.91
781,265,178,2,290.64
782,266,192,1,44.99
783,266,111,3,1307.95
784,266,183,3,499.64
785,266,194,2,110.96
786,266,158,1,240.42
787,267,181,1,413.44
788,268,149,1,585.06
789,268,113,3,382.41
790,268,189,1,339.96
791,268,143,3,584.03
792,268,139,1,2392.91
793,269,117,2,1037.33
794,269,155,3,230.43
795,269,137,3,2184.66
796,269,128,2,395.79
797,270,181,1,412.48
798,270,188,2,636.86
799,271,186,1,222.03
800,271,151,2,1572.16
801,271,192,2,39.99
802,272,109,1,359.7
803,272,106,2,1173.6
804,272,118,2,516.32
805,273,122,3,1103.21
806,273,155,1,227.07
807,274,166,1,390.36
808,274,191,3,75.16
809,274,129,2,389.34
810,275,138,1,887.6
811,275,148,3,1206.22
812,275,147,2,1450.7
813,276,133,2,2178.38
814,277,190,1,193.74
815,277,122,2,1145.22
816,278,125,3,1195.88
817,278,148,2,1103.24
818,278,149,1,536.06
819,279,136,2,958.98
820,279,180,1,46.81
821,279,183,1,540.93
822,280,112,2,1148.57
823,280,168,2,207.93
824,280,160,1,245.84
825,280,135,1,1397.46
826,281,142,1,1512.02
827,282,107,2,976.87
828,282,193,1,106.22
829,283,172,3,171.83
830,284,152,2,1322.87
831,285,165,1,662.62
832,286,142,2,1590.85
833,286,133,3,2245.16
834,286,158,3,268.41
835,286,188,1,631.7
836,286,154,2,731.72
837,287,165,2,704.8
838,288,200,1,45.35
839,288,113,3,412.99
840,288,147,3,1505.68
841,288,106,3,1206.34
842,288,129,2,390.89
843,289,183,1,528.18
844,289,116,1,295.79
845,289,106,3,1194.35
846,289,110,3,939.37
847,289,166,1,394.57
848,290,139,1,2216.09
849,291,151,1,1549.75
850,291,147,3,1419.73
851,291,114,2,295.09
852,292,183,3,520.71
853,293,153,3,734.88
854,293,153,2,821.2
855,294,128,1,384.74
856,294,145,2,1445.91
857,295,194,2,111.49
858,296,117,1,994.49
859,296,191,2,77.82
860,297,191,2,83.56
861,298,160,2,233.39
862,298,129,3,347.04
863,298,148,1,1069.87
864,298,103,3,487.24
865,299,103,2,540.61
866,299,192,2,40.54
867,299,150,1,801.06
868,299,106,3,1297.25
869,299,117,1,948.22
870,300,108,3,1147.21
871,300,139,1,2337.06
872,300,187,1,466.09
873,301,182,2,427.11
874,301,175,1,111.02
875,302,197,2,63.17
876,302,132,2,2243.19
877,302,173,1,148.52
878,302,199,2,19.56
879,303,119,2,523.09
880,303,165,2,641.97
881,303,102,2,1138.07
882,304,152,2,1330.75
883,304,170,3,188.52
884,305,101,2,1045.0
885,305,159,1,532.6
886,305,183,1,501.7
887,306,103,2,563.75
888,307,144,3,1930.43
889,307,180,3,46.26
890,308,183,1,524.78
891,308,128,3,416.47
892,308,153,3,797.27
893,309,159,1,547.94
894,309,124,2,1261.18
895,309,164,1,326.0
896,309,119,3,492.34
897,309,170,1,198.67
898,310,164,2,340.16
899,310,193,2,106.53
900,311,108,1,1095.35
901,311,156,1,836.72
902,311,156,1,746.99
903,311,127,2,505.01
904,311,117,2,992.59
905,312,196,2,134.33
906,312,113,3,390.46
907,312,139,2,2234.94
908,313,176,3,225.79
909,313,179,2,235.37
910,313,151,2,1599.45
911,313,112,1,1133.76
912,314,113,2,412.32
913,314,150,3,745.22
914,314,179,1,225.18
915,315,133,1,2161.57
916,315,142,1,1587.27
917,316,172,3,175.16
918,316,185,3,493.18
919,316,111,1,1336.38
920,316,176,1,207.07
921,316,142,3,1549.82
922,317,169,1,174.14
923,317,138,1,862.99
924,317,185,1,505.5
925,317,179,3,230.7
926,318,106,2,1176.82
927,318,140,1,2196.09
928,318,157,3,261.04
929,319,183,2,535.58
930,319,171,2,31.02
931,320,174,3,81.26
932,321,168,3,222.15
933,321,101,3,1044.75
934,322,199,2,21.28
935,322,135,1,1229.96
936,322,178,3,308.95
937,322,148,2,1102.38
938,323,127,3,463.05
939,323,129,1,366.22
940,323,189,2,350.37
941,324,182,2,407.83
942,325,189,2,380.42
943,326,174,2,81.77
944,326,119,2,493.89
945,327,137,1,2281.37
946,327,192,2,44.48
947,327,151,1,1594.39
948,327,196,1,135.03
949,328,172,2,168.37
950,329,153,1,767.55
951,330,154,2,690.46
952,330,174,3,86.76
953,331,159,1,545.03
954,332,178,1,324.42
955,332,107,2,951.89
956,332,177,3,249.89
957,332,155,1,207.31
958,332,184,2,199.29
959,333,117,2,957.0
960,333,131,3,1920.09
961,334,172,1,170.15
962,334,120,2,638.52
963,335,105,1,1281.93
964,335,164,2,304.88
965,336,200,3,46.15
966,336,157,2,273.34
967,336,123,3,1012.82
968,336,138,2,832.54
969,336,138,2,859.47
970,337,198,2,63.34
971,338,115,1,1101.41
972,338,187,3,492.39
973,338,182,3,448.19
974,338,127,1,470.55
975,338,168,1,208.88
976,339,104,2,310.85
977,339,189,1,385.82
978,339,175,3,114.39
979,339,106,3,1170.5
980,340,185,3,555.72
981,340,125,2,1181.65
982,340,196,2,133.85
983,340,105,1,1294.24
984,341,135,1,1399.95
985,341,147,1,1541.73
986,342,135,2,1327.23
987,342,122,3,1080.76
988,342,123,3,1036.92
989,343,178,2,306.96
990,343,197,1,61.96
991,344,112,3,1065.55
992,344,173,1,166.8
993,345,154,3,682.47
994,345,102,2,1045.18
995,346,168,1,193.27
996,346,196,1,135.89
997,346,140,1,2087.97
998,347,153,3,718.76
999,347,125,2,1126.21
1000,348,126,2,307.27
1001,348,108,3,1197.54
1002,348,116,3,313.74
1003,348,103,2,544.48
1004,348,126,2,278.73
1005,349,119,1,524.67
1006,349,163,3,651.16
1007,349,103,2,564.45
1008,350,133,3,2305.78
1009,351,173,2,146.88
1010,351,163,1,705.78
1011,351,197,3,63.45
1012,352,118,2,530.85
1013,352,169,1,164.57
1014,352,101,1,946.11
1015,352,136,2,1106.47
1016,353,200,3,48.56
1017,354,105,2,1265.78
1018,355,138,3,859.89
1019,355,176,2,211.64
1020,355,162,3,486.21
1021,355,191,3,86.55
1022,355,160,1,223.04
1023,356,188,1,572.89
1024,356,162,1,461.95
1025,356,163,2,716.38
1026,356,191,2,86.6
1027,357,173,2,152.26
1028,357,163,1,744.9
1029,357,122,3,1135.74
1030,357,140,1,1919.16
1031,357,168,3,217.84
1032,358,137,1,2452.71
1033,358,200,3,47.35
1034,358,108,1,1077.67
1035,359,162,1,478.53
1036,360,174,2,79.48
1037,360,140,3,2083.86
1038,360,165,2,660.25
1039,361,135,2,1409.77
1040,362,185,2,530.22
1041,362,187,2,485.04
1042,362,149,2,580.56
1043,362,130,2,569.22
1044,363,166,1,410.68
1045,363,158,2,266.06
1046,363,132,2,2467.74
1047,363,167,1,81.41
1048,364,123,1,959.71
1049,364,153,3,797.77
1050,364,157,3,256.34
1051,365,145,1,1389.24
1052,365,163,3,713.71
1053,365,155,3,223.95
1054,365,170,2,187.95
1055,366,115,3,1016.24
1056,366,142,2,1483.96
1057,366,175,1,112.69
1058,366,122,1,1057.8
1059,366,138,1,916.5
1060,367,120,3,639.76
1061,367,165,2,673.68
1062,367,112,2,1129.78
1063,367,114,1,282.58
1064,367,141,2,988.38
1065,368,110,3,959.29
1066,368,168,2,212.76
1067,369,150,3,729.14
1068,369,190,1,210.77
1069,369,195,2,65.19
1070,369,110,1,1007.96
1071,369,139,2,2211.28
1072,370,156,1,810.23
1073,370,117,2,949.61
1074,371,190,3,210.27
1075,371,121,3,540.29
1076,372,108,1,1070.46
1077,373,145,1,1378.16
1078,373,193,1,109.63
1079,373,125,1,1181.74
1080,373,185,3,514.26
1081,373,110,3,1028.64
1082,374,196,2,134.77
1083,374,105,1,1258.28
1084,374,181,1,406.62
1085,375,159,1,507.41
1086,375,176,1,215.04
1087,375,131,1,1993.02
1088,376,169,1,157.64
1089,377,128,2,430.78
1090,377,199,3,20.28
1091,377,107,2,959.66
1092,378,189,2,390.18
1093,379,120,1,649.47
1094,379,139,3,2245.41
1095,379,110,1,959.59
1096,379,141,2,918.4
1097,379,168,1,200.24
1098,380,170,2,208.68
1099,381,169,3,171.28
1100,381,167,1,78.72
1101,381,160,2,227.04
1102,381,114,1,298.62
1103,382,184,3,194.12
1104,382,176,2,213.01
1105,382,123,3,1008.76
1106,383,131,1,1893.3
1107,383,129,3,359.44
1108,383,164,1,321.64
1109,383,185,2,547.12
1110,383,102,1,1125.13
1111,384,160,2,222.69
1112,384,157,1,278.95
1113,384,157,1,272.88
1114,384,102,1,1017.66
1115,385,106,1,1309.93
1116,386,113,2,367.7
1117,386,165,2,685.72
1118,386,165,1,631.63
1119,386,105,3,1457.68
1120,387,135,1,1241.09
1121,388,104,1,290.25
1122,388,101,1,946.71
1123,388,170,2,194.08
1124,388,145,1,1531.15
1125,388,104,3,322.83
