order_id,customer_id,order_date,payment_method,order_status
372,397,2024-05-29,Invoice,Completed
373,1405,2024-09-05,Credit Card,Completed
374,599,2025-07-26,Bank Transfer,Returned
375,1917,2024-11-03,Bank Transfer,Completed
376,2166,2025-08-06,Invoice,Completed
377,1158,2025-01-15,Bank Transfer,Completed
378,235,2024-05-23,Bank Transfer,Cancelled
379,1485,2025-08-20,Credit Card,Completed
380,1787,2024-01-13,Invoice,Completed
381,1633,2023-12-26,PayPal,Completed
382,4009,2024-11-18,Credit Card,Completed
383,4095,2024-02-15,Bank Transfer,Completed
384,3210,2023-01-20,Credit Card,Completed
385,3091,2025-03-29,Invoice,Completed
386,3323,2024-11-23,Invoice,Completed
387,4554,2024-09-21,PayPal,Completed
388,182,2025-12-13,Bank Transfer,Completed
389,861,2025-01-09,Bank Transfer,Completed
390,1689,2025-10-07,Invoice,Cancelled
391,4129,2023-09-06,PayPal,Completed
392,2786,2025-01-07,Credit Card,Completed
393,4040,2025-10-11,Invoice,Completed
394,2539,2025-01-22,Invoice,Completed
395,923,2025-05-30,Invoice,Completed
396,428,2024-06-27,PayPal,Completed
397,4295,2023-06-18,Bank Transfer,Completed
398,3981,2024-10-06,Credit Card,Completed
399,2,2024-07-23,Credit Card,Completed
400,1169,2025-10-10,Credit Card,Completed
401,2255,2024-01-21,Credit Card,Completed
402,1648,2025-12-13,Invoice,Completed
403,1764,2025-12-08,Bank Transfer,Completed
404,3268,2024-01-27,Credit Card,Returned
405,112,2024-05-30,PayPal,Completed
406,507,2025-11-03,Bank Transfer,Completed
407,157,2025-12-13,Invoice,Completed
408,1644,2024-09-19,PayPal,Completed
409,507,2024-04-28,Bank Transfer,Completed
410,669,2024-12-04,PayPal,Completed
411,4622,2025-05-03,PayPal,Completed
412,2434,2024-03-04,PayPal,Completed
413,4310,2025-06-16,PayPal,Completed
414,1468,2023-04-10,Invoice,Returned
415,3019,2023-04-06,PayPal,Completed
416,3341,2024-07-14,PayPal,Completed
417,2208,2024-06-05,Credit Card,Completed
418,1078,2024-04-22,Credit Card,Completed
419,3862,2024-11-08,Bank Transfer,Completed
420,3736,2024-04-28,Credit Card,Completed
421,3556,2023-11-22,Credit Card,Completed
422,1516,2024-04-15,PayPal,Completed
423,2454,2025-12-17,Credit Card,Completed
424,4013,2024-08-12,Bank Transfer,Completed
425,148,2024-09-20,Bank Transfer,Completed
426,2536,2025-01-15,Invoice,Completed
427,620,2025-12-22,Credit Card,Completed
428,4319,2024-01-18,PayPal,Completed
429,4161,2025-04-27,Bank Transfer,Returned
430,3233,2025-05-28,Bank Transfer,Completed
431,4686,2025-02-18,Invoice,Returned
432,3340,2023-06-12,PayPal,Completed
433,4552,2025-04-24,PayPal,Completed
434,1671,2023-05-01,Bank Transfer,Completed
435,4674,2025-02-06,Invoice,Completed
436,4159,2025-06-19,Bank Transfer,Completed
437,4633,2023-12-12,Invoice,Completed
438,2266,2025-09-18,Bank Transfer,Completed
439,4422,2023-03-05,Bank Transfer,Completed
440,675,2025-09-20,PayPal,Returned
441,747,2024-10-08,Bank Transfer,Cancelled
442,4905,2023-12-19,Bank Transfer,Completed
443,2312,2023-08-27,PayPal,Returned
444,1426,2025-12-05,Credit Card,Completed
445,3895,2023-05-16,Invoice,Completed
446,4579,2023-11-29,Bank Transfer,Completed
447,4733,2024-05-30,Credit Card,Completed
448,3863,2025-03-04,Credit Card,Completed
449,293,2024-12-18,Credit Card,Completed
450,2952,2023-08-13,Bank Transfer,Completed
451,116,2024-03-23,PayPal,Completed
452,811,2024-01-14,Invoice,Completed
453,2500,2023-12-14,Bank Transfer,Completed
454,220,2024-08-12,PayPal,Returned
455,309,2025-05-18,Invoice,Completed
456,1969,2023-12-18,PayPal,Completed
457,2483,2024-06-21,Bank Transfer,Returned
458,661,2024-07-19,Invoice,Completed
459,165,2025-12-18,Bank Transfer,Completed
460,4544,2025-12-06,Credit Card,Completed
461,1733,2025-08-12,Credit Card,Completed
462,3734,2024-01-18,PayPal,Completed
463,869,2023-05-08,Bank Transfer,Completed
464,131,2024-04-24,Invoice,Completed
465,1584,2024-02-24,PayPal,Completed
466,1979,2024-11-19,Credit Card,Returned
467,416,2025-07-23,Invoice,Completed
468,4113,2025-10-03,Invoice,Completed
469,1395,2025-09-21,Invoice,Completed
470,3198,2024-06-13,Credit Card,Completed
471,4803,2025-05-03,PayPal,Completed
472,3465,2024-04-19,PayPal,Completed
473,680,2023-04-26,Invoice,Completed
474,4602,2025-05-16,Invoice,Completed
475,4426,2023-01-21,Invoice,Completed
476,792,2024-08-09,Bank Transfer,Completed
477,729,2024-05-08,Credit Card,Completed
478,2426,2025-05-08,Invoice,Returned
479,3082,2025-07-12,Invoice,Completed
480,2664,2024-04-09,Bank Transfer,Completed
481,3358,2025-08-22,Credit Card,Completed
482,1917,2024-03-28,Credit Card,Completed
483,4786,2024-09-22,Bank Transfer,Completed
484,4704,2025-06-07,Invoice,Completed
485,726,2025-05-08,Bank Transfer,Completed
486,1889,2025-12-24,Bank Transfer,Completed
487,3435,2023-12-27,Credit Card,Completed
488,4361,2025-04-11,Invoice,Returned
489,1648,2025-02-21,PayPal,Completed
490,4594,2025-11-14,Credit Card,Completed
491,3044,2023-10-05,Invoice,Completed
492,4826,2025-06-29,PayPal,Completed
493,3302,2025-01-06,Bank Transfer,Completed
494,692,2024-03-05,Credit Card,Completed
495,4227,2024-10-25,Credit Card,Cancelled
496,3535,2024-05-13,Credit Card,Completed
497,2046,2025-01-18,Bank Transfer,Completed
498,49,2025-10-30,Bank Transfer,Cancelled
499,3255,2025-01-07,Invoice,Completed
500,2521,2025-03-14,Credit Card,Returned
501,1593,2024-11-29,Bank Transfer,Completed
502,3284,2023-04-09,Invoice,Completed
503,4206,2024-01-05,Bank Transfer,Completed
504,3555,2024-11-09,Invoice,Completed
505,1672,2024-04-16,Bank Transfer,Completed
506,2730,2023-11-11,Credit Card,Completed
507,4404,2024-11-18,PayPal,Completed
508,4910,2024-04-30,Bank Transfer,Completed
509,67,2024-02-11,Bank Transfer,Completed
510,541,2024-10-13,PayPal,Completed
511,1694,2023-08-26,Credit Card,Completed
512,4471,2025-11-21,Invoice,Completed
513,2035,2025-10-11,Invoice,Completed
514,680,2025-05-21,Invoice,Completed
515,3128,2023-07-12,Bank Transfer,Completed
516,1074,2025-07-21,Bank Transfer,Completed
517,4419,2025-08-19,PayPal,Completed
518,2312,2025-07-14,PayPal,Completed
519,2616,2023-07-25,PayPal,Completed
520,2791,2025-03-25,Bank Transfer,Completed
521,3843,2025-09-11,PayPal,Completed
522,2183,2025-01-16,Invoice,Completed
523,1127,2025-03-27,PayPal,Completed
524,2592,2024-10-06,Credit Card,Completed
525,1125,2024-12-06,Bank Transfer,Completed
526,4883,2023-03-12,Invoice,Completed
527,991,2025-03-21,Bank Transfer,Completed
528,3452,2023-05-30,Invoice,Cancelled
529,4317,2024-09-09,Invoice,Completed
530,3177,2024-03-26,Credit Card,Completed
531,1135,2024-12-18,PayPal,Completed
532,2766,2023-08-27,Invoice,Completed
533,2850,2025-05-07,Credit Card,Completed
534,949,2025-08-07,Bank Transfer,Completed
535,3236,2023-10-16,Credit Card,Completed
536,2848,2023-07-08,Bank Transfer,Completed
537,1385,2023-09-16,Credit Card,Completed
538,3662,2025-10-19,PayPal,Completed
539,4307,2024-12-06,Bank Transfer,Completed
540,587,2024-10-16,Bank Transfer,Completed
541,2390,2023-07-12,PayPal,Completed
542,291,2025-03-30,Bank Transfer,Completed
543,4670,2025-10-11,Credit Card,Completed
544,3208,2025-09-06,PayPal,Completed
545,1017,2025-03-09,Bank Transfer,Completed
546,848,2023-05-20,Credit Card,Completed
547,2091,2023-07-22,PayPal,Completed
548,4640,2023-04-06,Credit Card,Completed
549,3518,2024-02-10,Invoice,Completed
550,4084,2023-08-30,Credit Card,Completed
551,1553,2024-02-14,PayPal,Completed
552,3310,2024-07-12,Invoice,Completed
553,2428,2025-11-30,Credit Card,Completed
554,729,2025-02-22,Credit Card,Completed
555,516,2025-09-12,PayPal,Completed
556,1447,2025-05-23,Invoice,Completed
557,1405,2023-07-22,Credit Card,Completed
558,988,2025-06-15,Bank Transfer,Completed
559,823,2024-03-06,PayPal,Completed
560,2732,2025-03-21,PayPal,Completed
561,401,2024-05-22,PayPal,Completed
562,4145,2025-12-30,Invoice,Completed
563,523,2024-02-19,Invoice,Returned
564,1009,2024-03-10,Credit Card,Cancelled
565,2460,2025-11-23,Credit Card,Completed
566,1729,2023-02-22,Credit Card,Completed
567,1608,2025-05-11,Invoice,Completed
568,2572,2025-06-06,PayPal,Completed
569,1921,2025-09-13,PayPal,Completed
570,2124,2025-12-17,Credit Card,Completed
571,3769,2025-12-18,Invoice,Completed
572,4497,2023-05-03,Credit Card,Completed
573,4157,2025-08-31,PayPal,Completed
574,3802,2025-03-27,Bank Transfer,Completed
575,1611,2025-03-28,Invoice,Completed
576,3835,2023-08-18,Credit Card,Completed
577,3374,2025-03-31,Invoice,Completed
578,4031,2025-12-22,Invoice,Completed
579,466,2025-11-12,Bank Transfer,Completed
580,4540,2024-09-14,Bank Transfer,Completed
581,122,2023-03-21,Bank Transfer,Completed
582,650,2024-06-16,PayPal,Cancelled
583,1774,2025-09-04,Credit Card,Completed
584,3445,2025-05-16,Credit Card,Completed
585,3548,2024-10-07,Bank Transfer,Completed
586,3368,2023-04-16,Bank Transfer,Returned
587,4446,2024-08-30,Bank Transfer,Completed
588,607,2024-10-19,Invoice,Completed
589,4011,2025-11-22,Bank Transfer,Completed
590,4646,2025-03-23,Bank Transfer,Completed
591,4999,2024-04-17,Bank Transfer,Completed
592,1141,2024-12-04,Bank Transfer,Completed
593,1481,2023-05-04,Bank Transfer,Completed
594,299,2025-12-16,PayPal,Completed
595,1496,2024-06-13,Credit Card,Completed
596,4477,2024-10-29,Bank Transfer,Completed
597,533,2024-06-07,Invoice,Completed
598,4943,2025-04-29,PayPal,Completed
599,2847,2025-04-10,PayPal,Completed
600,1014,2025-05-28,Invoice,Completed
601,4902,2024-02-26,PayPal,Completed
602,949,2024-04-22,Invoice,Completed
603,4047,2023-08-13,Invoice,Completed
604,3515,2025-04-04,Credit Card,Completed
605,1361,2023-03-21,Credit Card,Completed
606,2586,2025-02-08,Credit Card,Completed
607,2125,2025-10-13,PayPal,Completed
608,2354,2025-11-01,Bank Transfer,Completed
609,4760,2024-09-25,Credit Card,Completed
610,4127,2024-10-07,PayPal,Completed
611,1903,2023-05-23,Invoice,Cancelled
612,2277,2025-04-18,PayPal,Completed
613,1091,2025-08-30,PayPal,Completed
614,3722,2024-01-22,PayPal,Completed
615,1728,2024-08-24,Bank Transfer,Completed
616,4734,2025-09-15,Bank Transfer,Returned
617,4411,2025-10-19,Bank Transfer,Completed
618,4586,2024-01-20,Bank Transfer,Completed
619,2400,2024-12-22,Bank Transfer,Completed
620,4569,2023-11-22,PayPal,Completed
621,1945,2023-07-04,Credit Card,Completed
622,2402,2025-11-12,Invoice,Completed
623,3370,2025-08-30,Invoice,Completed
624,2372,2025-07-07,PayPal,Completed
625,4117,2023-04-05,Credit Card,Completed
626,1141,2025-09-20,Credit Card,Completed
627,2944,2024-09-12,PayPal,Completed
628,4201,2024-05-23,Invoice,Completed
629,1632,2024-12-19,PayPal,Completed
630,1426,2023-06-16,PayPal,Completed
631,554,2025-07-04,Credit Card,Completed
632,338,2025-01-22,Invoice,Completed
633,1121,2023-11-16,PayPal,Completed
634,515,2023-11-17,Invoice,Completed
635,4232,2023-11-13,PayPal,Returned
636,2826,2023-04-19,Invoice,Completed
637,3323,2025-01-28,PayPal,Completed
